"id","anomaly","latitude","longitude"
"018e4811-d1a9-7184-93ca-26b737c32f13","false","31.50361736","74.26622542"
"018e4812-2571-769a-936d-98d38cf84b0d","false","31.50361738","74.26622605"
"018e48ef-87be-72cb-a3c1-a17e9d96051b","false","31.468807","74.2977966"
"018e48f8-f18e-7d73-8a02-d28484b0a0c0","false","31.4999782","74.320686"
"018e4843-c04a-7bda-8717-c3b147131620","false","31.6094099","74.380133"
"018e48fc-76b0-7caa-9ce1-ce6fe7267c9c","false","31.5508618","74.280209"
"018e48ff-11bd-79b6-8e51-4348c4f8bb60","false","31.6139567","74.29098"
"018e4850-744b-7f56-a81c-6d1c60f27f44","false","31.573336","74.2922766"
"018e488b-e229-76e8-8686-12ef5493fc6c","false","31.5691749","74.306721"
"018e4858-b5c6-787e-93d6-5b3df84e43d3","false","31.562797","74.3207067"
"018e485a-807e-79ab-a9f4-d6bf7e22b72b","false","31.5504689","74.31456"
"018e48a4-2490-7a8f-840d-883c36ee4c3c","false","31.5745696","74.336723"
"018e485f-06a9-7a80-ad82-0479a0b65297","false","31.5272073","74.333922"
"018e488c-bc36-76d8-9c42-3b3b5a1f65ef","false","31.467738","74.3073154"
"018e488e-2a36-7084-a33e-f79f2acaf300","false","31.505911","74.2803542"
"018e4891-b8e8-7b70-b061-855d903f4be5","false","31.5342126","74.281248"
"018e4872-48c9-79d9-9b03-27150a18c67f","false","31.4511133","74.35281"
"018e48a4-4acf-78c5-bbf1-70ae17578041","false","31.551899","74.3136625"
"018e48aa-6722-7a92-a7d0-6bdeff892b8c","false","31.472316","74.2976543"
"018e48ad-e869-76d1-b62c-dfad0b5dda51","false","31.4640333","74.348475"
"018e4911-f1b5-7076-a7c4-59cc0cf4301b","false","31.5810365","74.381522"
"018e48b5-8b95-79ca-aa09-17f8b2a44aef","false","31.500732","74.3213529"
"018e48b8-009b-7347-a344-73215da17694","false","31.4602869","74.300262"
"018e48c5-ddd2-7849-9cd6-cbeffeb25b06","false","31.4122651","74.230057"
"018e491a-e947-7d73-8166-7bb13aa2f8f7","false","31.5647883","74.343945"
"018e491b-ea10-748b-afbb-65403d25e837","false","31.5086818","74.273221"
"018e494a-fbb5-76f7-b7b5-57fde2cbfca1","false","31.56181","74.3197617"
"018e494b-00b0-7ff7-983a-bd3699aaa335","false","31.5785833","74.368795"
"018e494c-a52a-7790-8e2f-5e296601f453","false","31.509587","74.2692345"
"018e4aba-3694-794d-801d-25e8185edf3a","false","31.581785","74.3419"
"018e49cf-0a9c-7fdb-8721-12edc54adf82","false","31.5546586","74.3159554"
"018e49f2-8f6d-78d8-9758-c4d682da0a2b","false","31.5605337","74.3598803"
"018e5d1b-db36-7ec9-acad-6268ffb1de40","false","31.5621848","74.3082385"
"018e4a71-2dd5-7865-8e60-4f7e8aa4138d","false","31.4636301","74.2240349"
"018e4a9a-5cc8-7fce-b59e-92c871402be5","false","31.5733338","74.2923622"
"018e4a25-b414-7e7d-9a9c-8ff7b8d03696","false","31.5793031","74.4416464"
"018e4a26-9ce0-7473-a977-a1ded3f30db8","false","31.5793027","74.4416468"
"018e4a32-0d4a-7c25-8c2c-8841d2bc472a","false","31.4638363","74.2250742"
"018e4a50-324f-72b3-9f9a-4584f097fd80","false","31.6182998","74.2905271"
"018e4a5e-04a1-71c1-b5d0-f60858c84940","false","31.6091256","74.3797539"
"018e4a5e-8d40-707a-867b-399379c0fdc8","false","31.5791929","74.4414348"
"018e4a60-c983-7f66-ba1a-cd1d0efbe604","false","31.3628611","74.2336498"
"018e4a6a-4368-7557-af4d-0e1c45045d0d","false","31.5713495","74.3490728"
"018e4a72-2394-7170-830e-e91690e27d40","false","31.3583257","74.2299157"
"018e4a92-d7a7-7811-9407-fdbd919f9728","false","31.586666","74.283512"
"018e4aa6-b05d-7e38-a028-7e7a8883d996","false","31.6094096","74.3801308"
"018e4ad0-ecd6-7dd7-b8e7-5edb537f3a73","false","31.586651","74.283134"
"018e4ad2-20a5-7e06-829b-e8aa1dcdefef","false","31.5461683","74.3307333"
"018e4b08-42b1-710a-b3e3-574bf0860ecd","false","31.5866348","74.2834181"
"018e4b0c-1c91-7a47-a7c5-a601717a2697","false","31.5587747","74.3275914"
"018e4b15-5e61-7d46-b9ba-3cbaf9135258","false","31.5842044","74.3554145"
"018e4b16-7330-7273-9e27-d5564c129966","false","31.3642582","74.2323379"
"018e49d8-0910-70ab-8e03-ad46f867867d","false","31.321633","74.3711789"
"018e4a16-6892-733d-84a9-d1c5851137ce","false","31.463836","74.2250679"
"018e4aa8-3bf6-75e8-88fc-730c046f54a0","false","31.3626907","74.233163"
"018e4ac3-e2af-747e-8008-22ce93f84e5c","false","31.573179","74.2876979"
"018e4aec-064f-7709-8799-a42f7f254796","false","31.3627497","74.233185"
"018e3dbe-78ec-7787-8358-18a8762cd352","false","31.45966649","74.24461104"
"018e3dcd-780a-74ec-8396-405dd84ff29a","false","31.51200241","74.27035265"
"018e3dee-7261-7117-a57a-48f87288bef3","false","31.44718588","74.23914676"
"018e3e09-5002-7562-a820-45e42c3086fa","false","31.50347556","74.26715953"
"018e3e32-a2f5-750a-8415-b6b9e88a7a27","false","31.42842356","74.23080545"
"018e4121-09df-7c51-9560-5f3b7985915f","false","31.56862944","74.41327397"
"018e4133-576b-74ca-965a-04255041e750","false","31.49138971","74.23847444"
"018e4146-24fc-741b-80fd-06e9d41cf260","false","31.55119932","74.36742205"
"018e4147-19a3-7e6f-9adb-ae8acafe1e86","false","31.54235647","74.34874331"
"018e4180-dcec-7331-913a-42db786b8d1d","false","31.52385516","74.27404492"
"018e41e2-b191-7203-8e9c-f07d6d9eec29","false","31.46564062","74.22618189"
"018e41ff-ea2f-7ca7-b993-6c0b1045c745","false","31.49138985","74.23847575"
"018e4200-96e4-70bf-b43e-434131dfdb45","false","31.53040302","74.28225102"
"018e420f-8a49-7167-8f6f-9b100172c751","false","31.58937606","74.42727474"
"018e42ec-44e5-79a5-a5e7-aab47ab49b31","false","31.49372435","74.26087274"
"018e4394-ee63-7bb6-9578-f2421c944bc3","false","31.50891619","74.27436991"
"018e43fe-eb9c-7e92-920d-8c9ca93754cd","false","31.48632695","74.25764531"
"018e44d1-1b99-751a-9009-e62bdfc0620e","false","31.53862551","74.43027587"
"018e450e-f230-73d7-8d5e-233e1bbf96c2","false","31.52375171","74.44977578"
"018e454a-94ec-7294-9943-c1af853e81f0","false","31.51308304","74.46373352"
"018e4648-0c99-7ba9-bfbe-4ef78fbd96bf","false","31.55734279","74.35322096"
"018e465b-65d9-735d-adcb-9ca2e0712a8a","false","31.4480655","74.348482"
"018e465b-b954-75e0-9a21-7b9e5765b933","false","31.541391","74.3026155"
"018e7c7d-fd81-7c39-8983-ac546315d499","false","31.5357981","74.3587089"
"018e4663-b982-7a10-b449-c19fa04b288e","false","31.5455803","74.293967"
"018e4665-8ff4-77e6-b2c7-84d586f78c52","false","31.565195","74.39641"
"018e41b6-289e-7069-8fc3-0c01560e061a","false","31.52095423","74.2700428"
"018e466c-5a2e-7f9a-877b-6a59c9173178","false","31.576344","74.3026669"
"018e4671-996a-701c-ae3d-231483d8c097","false","31.40968","74.3596583"
"018e42af-3162-7b9d-96ac-3ce1e3e742f6","false","31.5612","74.3305821"
"018e42d1-71fe-7d3c-8049-9f5a89e47a5d","false","31.60941","74.3801323"
"018e43c8-9013-7841-a0b7-9b56eec7ea84","false","31.5156468","74.343505"
"018e44ca-d927-7a04-988d-5200667ae4cc","false","31.58487438","74.3861153"
"018e47c9-e3f3-7eb5-9490-752dd8494016","false","31.5612","74.3305821"
"018e480b-120f-7def-beca-667da7b0637b","false","31.5612","74.3305821"
"018e4618-3ea4-7322-9594-04cc5d0a3cbd","false","31.4567283","74.298825"
"018e4611-d4c1-7ee0-91af-c1e5faab3f8d","false","31.366355","74.3661567"
"018e4612-b156-7260-bf72-4e57ae5e54ac","false","31.5366308","74.318065"
"018e4611-ce5b-7a78-8cec-4a5a03d1cfa2","false","31.5109908","74.339818"
"018e4613-a0dc-763d-a539-ea0280c39f93","false","31.4375799","74.355876"
"018e4615-f734-76fa-86f7-ea7a7e17966c","false","31.4126622","74.359151"
"018e4615-7492-76cf-98cb-dd009b76bf57","false","31.5533537","74.432881"
"018e4646-f004-7fca-9192-77cabbe882ad","false","31.536537","74.3181226"
